paper_id,title,summary,authors,categories,primary_category,published,updated,age_days,authors_joined,categories_joined,summary_chars,text_for_embedding,abs_url,pdf_url,comment
10.3390/s26113464,Scenario-Driven Synthetic Data Generation Framework for Visual Perception Evaluation Under Adverse Driving Conditions,"Developing and evaluating visual perception systems for autonomous vehicles requires data across diverse and adverse driving conditions, yet collecting and annotating such real-world data is costly and often impractical. To address this challenge, we propose a modular, scenario-driven framework for generating synthetic datasets tailored to the evaluation of visual perception functions. The framework aligns with the operational boundaries and detection–response requirements of automated driving functions and comprises three stages: (1) configuring use-case-driven scenarios, (2) generating sensor data and ground truth via simulation, and (3) post-processing to ensure dataset usability. Designed to be generic and flexible, the framework is instantiated and demonstrated through its integration with specific platforms and tools, namely Pro-SiVIC and RTMaps. We evaluate the generated dataset from two perspectives, image fidelity and perception performance under synthetic weather conditions, in comparison to real-world conditions. Furthermore, we train multiple perception models under different learning paradigms, including baseline, transfer-learning, and mixed-training strategies, to examine the influence of synthetic data on robustness. Experimental results demonstrate not only the high quality of the generated data but also its effectiveness in evaluating visual perception functions, as well as its benefit to model robustness and generalization.","['Wei Xu', 'Dominique Gruyer', 'Alexandra Duminil', 'Sio-Song Ieng']","['Simulation and validation', 'Perception', 'Data and knowledge']",Simulation and validation,2026-05-30,2026-06-01,118,"Wei Xu, Dominique Gruyer, Alexandra Duminil, Sio-Song Ieng","Simulation and validation, Perception, Data and knowledge",1466,"Title: Scenario-Driven Synthetic Data Generation Framework for Visual Perception Evaluation Under Adverse Driving Conditions
Authors: Wei Xu, Dominique Gruyer, Alexandra Duminil, Sio-Song Ieng
Published: 2026-05-30
Categories: Simulation and validation, Perception, Data and knowledge
Summary: Developing and evaluating visual perception systems for autonomous vehicles requires data across diverse and adverse driving conditions, yet collecting and annotating such real-world data is costly and often impractical. To address this challenge, we propose a modular, scenario-driven framework for generating synthetic datasets tailored to the evaluation of visual perception functions. The framework aligns with the operational boundaries and detection–response requirements of automated driving functions and comprises three stages: (1) configuring use-case-driven scenarios, (2) generating sensor data and ground truth via simulation, and (3) post-processing to ensure dataset usability. Designed to be generic and flexible, the framework is instantiated and demonstrated through its integration with specific platforms and tools, namely Pro-SiVIC and RTMaps. We evaluate the generated dataset from two perspectives, image fidelity and perception performance under synthetic weather conditions, in comparison to real-world conditions. Furthermore, we train multiple perception models under different learning paradigms, including baseline, transfer-learning, and mixed-training strategies, to examine the influence of synthetic data on robustness. Experimental results demonstrate not only the high quality of the generated data but also its effectiveness in evaluating visual perception functions, as well as its benefit to model robustness and generalization.",https://doi.org/10.3390/s26113464,,categories:inferred from title/abstract
10.3390/make8050126,"Knowledge Graphs in Autonomous Driving: Construction, Integration, and Real-Time Reasoning","Autonomous driving systems require the integration of heterogeneous sensor data, distributed V2X communication, and safety-critical decision-making into coherent and interpretable world models. This review provides a systematic analysis of knowledge graph (KG)-based approaches in autonomous driving between 2015 and 2025, following a PRISMA-aligned methodology. The literature is organised along a perception → representation → reasoning → decision taxonomy, covering traffic ontologies, V2X knowledge integration, dynamic KG updates, real-time reasoning architectures, and benchmark datasets. A clear shift from static representational ontologies toward predictive and, in a smaller subset, closed-loop validated neuro-symbolic architectures. Knowledge graphs emerge as semantic integration layers that improve contextual reasoning, explainability, and rule compliance in safety-critical environments. Key challenges include scalable real-time reasoning, standardised evaluation frameworks, and safety-aligned integration of learning-based components.","['Patrik Viktor', 'Gábor Kiss']","['Safety-critical cases', 'Perception', 'Data and knowledge']",Safety-critical cases,2025-05-11,2026-05-21,502,"Patrik Viktor, Gábor Kiss","Safety-critical cases, Perception, Data and knowledge",1053,"Title: Knowledge Graphs in Autonomous Driving: Construction, Integration, and Real-Time Reasoning
Authors: Patrik Viktor, Gábor Kiss
Published: 2025-05-11
Categories: Safety-critical cases, Perception, Data and knowledge
Summary: Autonomous driving systems require the integration of heterogeneous sensor data, distributed V2X communication, and safety-critical decision-making into coherent and interpretable world models. This review provides a systematic analysis of knowledge graph (KG)-based approaches in autonomous driving between 2015 and 2025, following a PRISMA-aligned methodology. The literature is organised along a perception → representation → reasoning → decision taxonomy, covering traffic ontologies, V2X knowledge integration, dynamic KG updates, real-time reasoning architectures, and benchmark datasets. A clear shift from static representational ontologies toward predictive and, in a smaller subset, closed-loop validated neuro-symbolic architectures. Knowledge graphs emerge as semantic integration layers that improve contextual reasoning, explainability, and rule compliance in safety-critical environments. Key challenges include scalable real-time reasoning, standardised evaluation frameworks, and safety-aligned integration of learning-based components.",https://doi.org/10.3390/make8050126,,categories:inferred from title/abstract
10.1177/03611981261436644,Scenario-to-Zone Assignment and Route Planning for Autonomous Vehicle Testing: Hybrid Genetic Algorithm-Integer Programming Approach,,"['Joonho Park', 'Gyungtaek Oh', 'Haneul Park', 'Hangeom Ko', 'Jaehyun (Jason) So']",['Scenario-based testing'],Scenario-based testing,2026-05-07,2026-05-11,141,"Joonho Park, Gyungtaek Oh, Haneul Park, Hangeom Ko, Jaehyun (Jason) So",Scenario-based testing,0,"Title: Scenario-to-Zone Assignment and Route Planning for Autonomous Vehicle Testing: Hybrid Genetic Algorithm-Integer Programming Approach
Authors: Joonho Park, Gyungtaek Oh, Haneul Park, Hangeom Ko, Jaehyun (Jason) So
Published: 2026-05-07
Categories: Scenario-based testing
Summary: ",https://doi.org/10.1177/03611981261436644,https://journals.sagepub.com/doi/pdf/10.1177/03611981261436644,categories:inferred from title/abstract
10.4271/09-14-01-0018,Feature Reduction for Scenario-Based Safety Assessment of Automated Driving Systems,"Vehicles equipped with an Automated Driving System (ADS) have the potential to significantly reduce road collisions. To enable widespread adoption of ADSs, rigorous safety assessment is essential. Valuable insights for ADS safety validation can be gained by simulating scenarios across a broad range of feature variations. A common challenge in simulating these scenarios is known as the curse of dimensionality, where increasing the number of scenario features requires a near-infinite number of simulations to cover all variations. This issue of complexity presents a need for reducing scenario features. Most related work focuses on identifying important scenario features, while few evaluate how reducing these features impacts ADS failure estimation. The present study aims to address this gap by employing a wide range of feature reduction methods and assessing their effect on ADS failure estimation. Previous research generated datasets for three distinct scenario categories by performing virtual simulations using driver reference models on real-world data. In the present work, the machine learning classifiers such as extreme gradient boosting and random forest are applied to this data for predicting ADS failures. Ten dimensionality reduction techniques, including both feature selection and transformation approaches, are employed to reduce the scenario feature set. The optimal reduced feature set is selected based on classification performance measured by the area under the precision–recall curve. To assess the impact on ADS failure estimation, results are compared against those obtained with the full set of features. The findings indicate that reliable ADS failure estimates can be maintained, and even significantly improved, after substantially reducing the number of scenario features. By reducing scenario features, fewer virtual simulations may be required to reliably estimate ADS failures, which may enable more efficient scenario-based ADS safety assessment. Additionally, this study may offer guidance on selecting suitable dimensionality reduction techniques for scenario-based ADS safety assessment.","['Bram Lankhorst', 'Erwin de Gelder', 'Christian P. Janssen', 'Andre Scholich']","['Scenario-based testing', 'Simulation and validation', 'Safety-critical cases', 'Data and knowledge']",Scenario-based testing,2025-05-04,2026-05-09,509,"Bram Lankhorst, Erwin de Gelder, Christian P. Janssen, Andre Scholich","Scenario-based testing, Simulation and validation, Safety-critical cases, Data and knowledge",2133,"Title: Feature Reduction for Scenario-Based Safety Assessment of Automated Driving Systems
Authors: Bram Lankhorst, Erwin de Gelder, Christian P. Janssen, Andre Scholich
Published: 2025-05-04
Categories: Scenario-based testing, Simulation and validation, Safety-critical cases, Data and knowledge
Summary: Vehicles equipped with an Automated Driving System (ADS) have the potential to significantly reduce road collisions. To enable widespread adoption of ADSs, rigorous safety assessment is essential. Valuable insights for ADS safety validation can be gained by simulating scenarios across a broad range of feature variations. A common challenge in simulating these scenarios is known as the curse of dimensionality, where increasing the number of scenario features requires a near-infinite number of simulations to cover all variations. This issue of complexity presents a need for reducing scenario features. Most related work focuses on identifying important scenario features, while few evaluate how reducing these features impacts ADS failure estimation. The present study aims to address this gap by employing a wide range of feature reduction methods and assessing their effect on ADS failure estimation. Previous research generated datasets for three distinct scenario categories by performing virtual simulations using driver reference models on real-world data. In the present work, the machine learning classifiers such as extreme gradient boosting and random forest are applied to this data for predicting ADS failures. Ten dimensionality reduction techniques, including both feature selection and transformation approaches, are employed to reduce the scenario feature set. The optimal reduced feature set is selected based on classification performance measured by the area under the precision–recall curve. To assess the impact on ADS failure estimation, results are compared against those obtained with the full set of features. The findings indicate that reliable ADS failure estimates can be maintained, and even significantly improved, after substantially reducing the number of scenario features. By reducing scenario features, fewer virtual simulations may be required to reliably estimate ADS failures, which may enable more efficient scenario-based ADS safety assessment. Additionally, this study may offer guidance on selecting suitable dimensionality reduction techniques for scenario-based ADS safety assessment.",https://doi.org/10.4271/09-14-01-0018,,categories:inferred from title/abstract
10.1515/auto-2025-0066,Integ,"Abstract Simulative and scenario-based testing are crucial methods in the safety assurance for automated driving systems. To ensure that simulation results are reliable, the real world must be modeled with sufficient fidelity, including not only the static environment but also the surrounding traffic of a vehicle under test. Thus, the availability of traffic agent models is of common interest to model naturalistic and parameterizable behavior, similar to human drivers. The interchangeability of agent models across different simulation environments represents a major challenge and necessitates harmonization and standardization. To address this challenge, we present a standardized and modular simulation integration architecture that enables the tool-independent integration of traffic agent models. The architecture builds upon the Open Simulation Interface (OSI) as a structured message format and the Functional Mock-up Interface (FMI) for dynamic model exchange. Rather than introducing yet another model or simulation tool, we provide a reusable reference implementation that translates these standards into a practical integration blueprint, including clear interfaces, data mappings, and execution semantics. The generic nature of the architecture is demonstrated by integrating an exemplary agent model into three widely used simulation environments: OpenPASS, CARLA, and CarMaker. As part of the evaluation, we show that the model yields consistent behavior in all simulation platforms, thereby validating the interoperability, modularity, and standard compliance of the proposed architecture. The reference implementation lowers integration barriers, serves as a foundation for future research, and is made publicly available at github.com/ika-rwth-aachen/agent-model-integration .","['Christian Geller', 'Daniel Becker', 'Jobst Beckmann', 'Lutz Eckstein']","['Scenario-based testing', 'Simulation and validation']",Scenario-based testing,2026-05-01,2026-05-25,147,"Christian Geller, Daniel Becker, Jobst Beckmann, Lutz Eckstein","Scenario-based testing, Simulation and validation",1798,"Title: Integ
Authors: Christian Geller, Daniel Becker, Jobst Beckmann, Lutz Eckstein
Published: 2026-05-01
Categories: Scenario-based testing, Simulation and validation
Summary: Abstract Simulative and scenario-based testing are crucial methods in the safety assurance for automated driving systems. To ensure that simulation results are reliable, the real world must be modeled with sufficient fidelity, including not only the static environment but also the surrounding traffic of a vehicle under test. Thus, the availability of traffic agent models is of common interest to model naturalistic and parameterizable behavior, similar to human drivers. The interchangeability of agent models across different simulation environments represents a major challenge and necessitates harmonization and standardization. To address this challenge, we present a standardized and modular simulation integration architecture that enables the tool-independent integration of traffic agent models. The architecture builds upon the Open Simulation Interface (OSI) as a structured message format and the Functional Mock-up Interface (FMI) for dynamic model exchange. Rather than introducing yet another model or simulation tool, we provide a reusable reference implementation that translates these standards into a practical integration blueprint, including clear interfaces, data mappings, and execution semantics. The generic nature of the architecture is demonstrated by integrating an exemplary agent model into three widely used simulation environments: OpenPASS, CARLA, and CarMaker. As part of the evaluation, we show that the model yields consistent behavior in all simulation platforms, thereby validating the interoperability, modularity, and standard compliance of the proposed architecture. The reference implementation lowers integration barriers, serves as a foundation for future research, and is made publicly available at github.com/ika-rwth-aachen/agent-model-integration .",https://doi.org/10.1515/auto-2025-0066,,categories:inferred from title/abstract
10.1002/smr.70112,Analyzing the Sensitivity of a Scenario Selection Process for Simulation‐Based Safety Testing,"ABSTRACT Automated driving systems (ADS) require exhaustive safety testing. Simulation‐based safety testing is a cost‐effective method for conducting safety testing. However, an ADS may be exposed to a large number of driving scenarios in the real world. It is not feasible to test every scenario in the simulator. We previously introduced the simulation‐based safety testing scenario selection (SSTSS) process for simulation‐based safety testing of ADS. In order to be useful, the SSTSS process must reflect input changes correctly in its outputs. To investigate this, we vary two key inputs: (i) the operational design domain (ODD) and (ii) the car crash dataset to analyze the sensitivity of the SSTSS process. We selected two different ODDs: one comprehensive, covering diverse urban driving conditions, and one more restricted, defining a controlled environment. We then use two different car crash datasets, the US and EU datasets, as well as subsets of these datasets. We compare the total number of selected scenarios and the correlation between the priority of selected scenarios when different ODDs and datasets are used. Our results show that the SSTSS process shows appropriate sensitivity to the ODD and car crash dataset used, allowing testers to focus on relevant, non‐redundant test scenarios.","['Fauzia Khan', 'Hina Anwar', 'Dietmar Pfahl']","['Scenario-based testing', 'Operational design domain', 'Simulation and validation', 'Data and knowledge']",Scenario-based testing,2025-04-29,2026-05-26,514,"Fauzia Khan, Hina Anwar, Dietmar Pfahl","Scenario-based testing, Operational design domain, Simulation and validation, Data and knowledge",1309,"Title: Analyzing the Sensitivity of a Scenario Selection Process for Simulation‐Based Safety Testing
Authors: Fauzia Khan, Hina Anwar, Dietmar Pfahl
Published: 2025-04-29
Categories: Scenario-based testing, Operational design domain, Simulation and validation, Data and knowledge
Summary: ABSTRACT Automated driving systems (ADS) require exhaustive safety testing. Simulation‐based safety testing is a cost‐effective method for conducting safety testing. However, an ADS may be exposed to a large number of driving scenarios in the real world. It is not feasible to test every scenario in the simulator. We previously introduced the simulation‐based safety testing scenario selection (SSTSS) process for simulation‐based safety testing of ADS. In order to be useful, the SSTSS process must reflect input changes correctly in its outputs. To investigate this, we vary two key inputs: (i) the operational design domain (ODD) and (ii) the car crash dataset to analyze the sensitivity of the SSTSS process. We selected two different ODDs: one comprehensive, covering diverse urban driving conditions, and one more restricted, defining a controlled environment. We then use two different car crash datasets, the US and EU datasets, as well as subsets of these datasets. We compare the total number of selected scenarios and the correlation between the priority of selected scenarios when different ODDs and datasets are used. Our results show that the SSTSS process shows appropriate sensitivity to the ODD and car crash dataset used, allowing testers to focus on relevant, non‐redundant test scenarios.",https://doi.org/10.1002/smr.70112,https://onlinelibrary.wiley.com/doi/pdf/10.1002/smr.70112,categories:inferred from title/abstract
10.1145/3798262,Prunario: Testing Autonomous Driving Systems by Pruning Likely Redundant Scenarios,"We present Prunario , a novel technique for effectively testing autonomous driving systems (ADS). Ensuring the safety of ADS is critical, as their failures can lead to severe casualties. While ADS testing methods have advanced in recent years, they remain unsatisfactory in generating diverse test scenarios that induce distinct driving behaviors–a key requirement for thoroughly evaluating ADS across different situations. To address this, Prunario employs a novel simulation prediction technique to estimate ADS runtime behavior and prune redundant test scenarios that yield similar driving records. Experimental results demonstrate Prunario ’s effectiveness: it uncovered 23 previously undetected bugs in an industrial-strength ADS and outperformed three state-of-the-art testing techniques.","['Minsu Kim', 'Sunbeom So', 'Hakjoo Oh']","['Scenario-based testing', 'Simulation and validation']",Scenario-based testing,2026-04-10,2026-08-23,168,"Minsu Kim, Sunbeom So, Hakjoo Oh","Scenario-based testing, Simulation and validation",794,"Title: Prunario: Testing Autonomous Driving Systems by Pruning Likely Redundant Scenarios
Authors: Minsu Kim, Sunbeom So, Hakjoo Oh
Published: 2026-04-10
Categories: Scenario-based testing, Simulation and validation
Summary: We present Prunario , a novel technique for effectively testing autonomous driving systems (ADS). Ensuring the safety of ADS is critical, as their failures can lead to severe casualties. While ADS testing methods have advanced in recent years, they remain unsatisfactory in generating diverse test scenarios that induce distinct driving behaviors–a key requirement for thoroughly evaluating ADS across different situations. To address this, Prunario employs a novel simulation prediction technique to estimate ADS runtime behavior and prune redundant test scenarios that yield similar driving records. Experimental results demonstrate Prunario ’s effectiveness: it uncovered 23 previously undetected bugs in an industrial-strength ADS and outperformed three state-of-the-art testing techniques.",https://doi.org/10.1145/3798262,,categories:inferred from title/abstract
10.3390/vehicles8040088,A Reproducible Reference Architecture for Automated Driving Scenario Databases,"As automated vehicles move from controlled environments to unpredictable real-world roads, scenario-based testing has become the cornerstone of safety validation. In recent years, substantial progress has been made in scenario representation standards and generation methodologies. However, integrating scenario generation, standards-aligned packaging, validation, curation, and structured querying into a reproducible end-to-end lifecycle remains challenging in practice. This work presents a reproducible reference architecture for Scenario Databases (SCDBs) that treats scenario collections as lifecycle-governed data systems rather than static repositories. The proposed architecture unifies the scenario lifecycle within a single workflow. It integrates scenario generation and ingestion, validation and curation, immutable storage, semantic and value-based querying, and reproducible export. Scenario semantics are represented using ASAM OpenX formats (OpenDRIVE and OpenSCENARIO), together with ASAM OpenLABEL metadata, enabling standards-aligned interoperability. Querying is performed over categorical and value-carrying metadata without requiring inspection of raw scenario artifacts at query time. The reference implementation is deployed using Infrastructure-as-Code, supporting reproducibility and low operational overhead. Execution-based metric enrichment is supported as an optional extension, enabling scenarios to be augmented with execution-derived measurements and trace metadata. The contribution is not a centralized database, but a reference architecture and deployment blueprint that supports interoperable and federated scenario ecosystems. By framing SCDBs as reproducible lifecycle systems, this work supports scalable scenario reuse and more transparent safety validation workflows. ###@@@ %%%$$$ <<lorem-noise>> zzqx ¶§ �","['Yavar Taghipour Azar', 'Juan Diego Ortega', 'Marcos Nieto']","['Scenario generation', 'Scenario-based testing', 'Simulation and validation', 'Data and knowledge']",Scenario generation,2026-04-10,2026-04-10,168,"Yavar Taghipour Azar, Juan Diego Ortega, Marcos Nieto","Scenario generation, Scenario-based testing, Simulation and validation, Data and knowledge",1850,"Title: A Reproducible Reference Architecture for Automated Driving Scenario Databases
Authors: Yavar Taghipour Azar, Juan Diego Ortega, Marcos Nieto
Published: 2026-04-10
Categories: Scenario generation, Scenario-based testing, Simulation and validation, Data and knowledge
Summary: As automated vehicles move from controlled environments to unpredictable real-world roads, scenario-based testing has become the cornerstone of safety validation. In recent years, substantial progress has been made in scenario representation standards and generation methodologies. However, integrating scenario generation, standards-aligned packaging, validation, curation, and structured querying into a reproducible end-to-end lifecycle remains challenging in practice. This work presents a reproducible reference architecture for Scenario Databases (SCDBs) that treats scenario collections as lifecycle-governed data systems rather than static repositories. The proposed architecture unifies the scenario lifecycle within a single workflow. It integrates scenario generation and ingestion, validation and curation, immutable storage, semantic and value-based querying, and reproducible export. Scenario semantics are represented using ASAM OpenX formats (OpenDRIVE and OpenSCENARIO), together with ASAM OpenLABEL metadata, enabling standards-aligned interoperability. Querying is performed over categorical and value-carrying metadata without requiring inspection of raw scenario artifacts at query time. The reference implementation is deployed using Infrastructure-as-Code, supporting reproducibility and low operational overhead. Execution-based metric enrichment is supported as an optional extension, enabling scenarios to be augmented with execution-derived measurements and trace metadata. The contribution is not a centralized database, but a reference architecture and deployment blueprint that supports interoperable and federated scenario ecosystems. By framing SCDBs as reproducible lifecycle systems, this work supports scalable scenario reuse and more transparent safety validation workflows. ###@@@ %%%$$$ <<lorem-noise>> zzqx ¶§ �",https://doi.org/10.3390/vehicles8040088,,categories:inferred from title/abstract
10.1145/3806653,Generative AI for Testing of Autonomous Driving Systems: A Survey,"Autonomous driving systems (ADS) have been an active area of research, with the potential to deliver significant benefits to society. However, before large-scale deployment on public roads, extensive testing is necessary to validate their functionality and safety under diverse driving conditions. Therefore, different testing approaches are required, and achieving effective and efficient testing of ADS remains an open challenge. Recently, generative AI has emerged as a powerful tool across many domains and is increasingly applied to ADS testing due to its ability to interpret context, reason about complex tasks, and generate diverse outputs. To understand its role in ADS testing, we systematically analyzed 92 relevant studies and synthesized their findings into six major application categories, primarily centered on scenario-based testing. We further evaluated the effectiveness of these approaches and compiled a comprehensive set of resources, including 37 datasets, 17 simulators, 61 ADS systems, 141 metrics, and 100 benchmarks used for evaluation. In addition, we identified 27 limitations in existing research and outlined six major directions for future work. This survey provides an overview and practical insights into the use of generative AI for testing ADS, highlights existing challenges, and outlines future research opportunities in this rapidly evolving field.","['Qunying Song', 'He Ye', 'Mark Harman', 'Federica Sarro']","['Scenario generation', 'Scenario-based testing', 'Simulation and validation', 'Data and knowledge']",Scenario generation,2025-04-04,2026-04-04,539,"Qunying Song, He Ye, Mark Harman, Federica Sarro","Scenario generation, Scenario-based testing, Simulation and validation, Data and knowledge",1387,"Title: Generative AI for Testing of Autonomous Driving Systems: A Survey
Authors: Qunying Song, He Ye, Mark Harman, Federica Sarro
Published: 2025-04-04
Categories: Scenario generation, Scenario-based testing, Simulation and validation, Data and knowledge
Summary: Autonomous driving systems (ADS) have been an active area of research, with the potential to deliver significant benefits to society. However, before large-scale deployment on public roads, extensive testing is necessary to validate their functionality and safety under diverse driving conditions. Therefore, different testing approaches are required, and achieving effective and efficient testing of ADS remains an open challenge. Recently, generative AI has emerged as a powerful tool across many domains and is increasingly applied to ADS testing due to its ability to interpret context, reason about complex tasks, and generate diverse outputs. To understand its role in ADS testing, we systematically analyzed 92 relevant studies and synthesized their findings into six major application categories, primarily centered on scenario-based testing. We further evaluated the effectiveness of these approaches and compiled a comprehensive set of resources, including 37 datasets, 17 simulators, 61 ADS systems, 141 metrics, and 100 benchmarks used for evaluation. In addition, we identified 27 limitations in existing research and outlined six major directions for future work. This survey provides an overview and practical insights into the use of generative AI for testing ADS, highlights existing challenges, and outlines future research opportunities in this rapidly evolving field.",https://doi.org/10.1145/3806653,,categories:inferred from title/abstract
10.3390/s26113464,Scenario-Driven Synthetic Data Generation Framework for Visual Perception Evaluation Under Adverse Driving Conditions,"Developing and evaluating visual perception systems for autonomous vehicles requires data across diverse and adverse driving conditions, yet collecting and annotating such real-world data is costly and often impractical. To address this challenge, we propose a modular, scenario-driven framework for generating synthetic datasets tailored to the evaluation of visual perception functions. The framework aligns with the operational boundaries and detection–response requirements of automated driving functions and comprises three stages: (1) configuring use-case-driven scenarios, (2) generating sensor data and ground truth via simulation, and (3) post-processing to ensure dataset usability. Designed to be generic and flexible, the framework is instantiated and demonstrated through its integration with specific platforms and tools, namely Pro-SiVIC and RTMaps. We evaluate the generated dataset from two perspectives, image fidelity and perception performance under synthetic weather conditions, in comparison to real-world conditions. Furthermore, we train multiple perception models under different learning paradigms, including baseline, transfer-learning, and mixed-training strategies, to examine the influence of synthetic data on robustness. Experimental results demonstrate not only the high quality of the generated data but also its effectiveness in evaluating visual perception functions, as well as its benefit to model robustness and generalization.","['Wei Xu', 'Dominique Gruyer', 'Alexandra Duminil', 'Sio-Song Ieng']","['Simulation and validation', 'Perception', 'Data and knowledge']",Simulation and validation,2026-05-30,2026-06-01,118,"Wei Xu, Dominique Gruyer, Alexandra Duminil, Sio-Song Ieng","Simulation and validation, Perception, Data and knowledge",1466,"Title: Scenario-Driven Synthetic Data Generation Framework for Visual Perception Evaluation Under Adverse Driving Conditions
Authors: Wei Xu, Dominique Gruyer, Alexandra Duminil, Sio-Song Ieng
Published: 2026-05-30
Categories: Simulation and validation, Perception, Data and knowledge
Summary: Developing and evaluating visual perception systems for autonomous vehicles requires data across diverse and adverse driving conditions, yet collecting and annotating such real-world data is costly and often impractical. To address this challenge, we propose a modular, scenario-driven framework for generating synthetic datasets tailored to the evaluation of visual perception functions. The framework aligns with the operational boundaries and detection–response requirements of automated driving functions and comprises three stages: (1) configuring use-case-driven scenarios, (2) generating sensor data and ground truth via simulation, and (3) post-processing to ensure dataset usability. Designed to be generic and flexible, the framework is instantiated and demonstrated through its integration with specific platforms and tools, namely Pro-SiVIC and RTMaps. We evaluate the generated dataset from two perspectives, image fidelity and perception performance under synthetic weather conditions, in comparison to real-world conditions. Furthermore, we train multiple perception models under different learning paradigms, including baseline, transfer-learning, and mixed-training strategies, to examine the influence of synthetic data on robustness. Experimental results demonstrate not only the high quality of the generated data but also its effectiveness in evaluating visual perception functions, as well as its benefit to model robustness and generalization.",https://doi.org/10.3390/s26113464,,categories:inferred from title/abstract
10.3390/app16136722,Real-,"Rare and safety-critical traffic situations remain challenging for autonomous driving (AD) because they are underrepresented in common training data and may include objects outside standard detector classes. This paper presents a real-time RGB-LiDAR fusion framework for detecting and reacting to rare traffic situations in CARLA (Car Learning to Act), a reproducible simulator for AD research. The approach combines YOLOv8n-based RGB perception, bird’s-eye-view (BEV) LiDAR clustering, decision-level fusion, an interpretable rule-based safety agent with hysteresis, Time-to-Collision (TTC)-aware escalation, and an automatic emergency braking (AEB) override above the CARLA autopilot. Fused observations are classified as semantic–geometric detections, semantic-only detections, or geometric-only obstacle candidates, where unmatched LiDAR clusters are treated conservatively as candidate-level physical evidence rather than confirmed rare objects. The framework was evaluated on three CARLA maps and 3CSim-inspired corner-case scenarios comprising 19,253 frames, with additional weather/lighting stress tests and a public nuScenes mini cross-platform check. On a manually annotated subset of 4800 CARLA frames, corresponding to approximately 24.9% of the recorded CARLA log, the full framework achieved 96.2% precision, 97.3% recall, and a 96.7% F1-score for safety-relevant threat detection. The control experiments show that the fusion-based safety agent reduced unnecessary braking to 1.7% compared with 8.6% for the LiDAR-only baseline and achieved event-level success on the annotated critical intervals. The proposed CPU-only implementation maintained real-time performance, with an average processing time of 34.7ms.","['Matúš Čávojský', 'Matúš Dopiriak', 'Eugen Šlapak', 'Arisha Al Faruque', 'Tomáš Doboš', 'Gabriel Bugár']","['Simulation and validation', 'Safety-critical cases', 'Perception']",Simulation and validation,2026-07-05,2026-07-07,82,"Matúš Čávojský, Matúš Dopiriak, Eugen Šlapak, Arisha Al Faruque, Tomáš Doboš, Gabriel Bugár","Simulation and validation, Safety-critical cases, Perception",1726,"Title: Real-
Authors: Matúš Čávojský, Matúš Dopiriak, Eugen Šlapak, Arisha Al Faruque, Tomáš Doboš, Gabriel Bugár
Published: 2026-07-05
Categories: Simulation and validation, Safety-critical cases, Perception
Summary: Rare and safety-critical traffic situations remain challenging for autonomous driving (AD) because they are underrepresented in common training data and may include objects outside standard detector classes. This paper presents a real-time RGB-LiDAR fusion framework for detecting and reacting to rare traffic situations in CARLA (Car Learning to Act), a reproducible simulator for AD research. The approach combines YOLOv8n-based RGB perception, bird’s-eye-view (BEV) LiDAR clustering, decision-level fusion, an interpretable rule-based safety agent with hysteresis, Time-to-Collision (TTC)-aware escalation, and an automatic emergency braking (AEB) override above the CARLA autopilot. Fused observations are classified as semantic–geometric detections, semantic-only detections, or geometric-only obstacle candidates, where unmatched LiDAR clusters are treated conservatively as candidate-level physical evidence rather than confirmed rare objects. The framework was evaluated on three CARLA maps and 3CSim-inspired corner-case scenarios comprising 19,253 frames, with additional weather/lighting stress tests and a public nuScenes mini cross-platform check. On a manually annotated subset of 4800 CARLA frames, corresponding to approximately 24.9% of the recorded CARLA log, the full framework achieved 96.2% precision, 97.3% recall, and a 96.7% F1-score for safety-relevant threat detection. The control experiments show that the fusion-based safety agent reduced unnecessary braking to 1.7% compared with 8.6% for the LiDAR-only baseline and achieved event-level success on the annotated critical intervals. The proposed CPU-only implementation maintained real-time performance, with an average processing time of 34.7ms.",https://doi.org/10.3390/app16136722,,categories:inferred from title/abstract
